ds_holidays,holiday,ds,country,code,country_official_name,lower_window,upper_window,prior_scale,source
2020-01-26,The second day of Lunar New Year's Day,2020-02-02,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-01-27,Alternative holiday of Lunar New Year's Day,2020-02-03,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-01,Independence Movement Day,2020-03-08,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-02,Alternative holiday of Independence Movement Day,2020-03-09,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-30,Birthday of the Buddha,2020-05-07,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-05,Children's Day,2020-05-12,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Labour Day,2020-05-08,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-06,Memorial Day,2020-06-13,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-15,Liberation Day,2020-08-22,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-30,The day preceding of Chuseok,2020-10-07,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-01,Chuseok,2020-10-08,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-02,The second day of Chuseok,2020-10-09,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-03,National Foundation Day,2020-10-10,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-09,Hangeul Day,2020-10-16,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Christmas Day,2021-01-01,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,New Year's Day,2021-01-08,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-11,The day preceding of Lunar New Year's Day,2021-02-18,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-12,Lunar New Year's Day,2021-02-19,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-13,The second day of Lunar New Year's Day,2021-02-20,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-01,Independence Movement Day,2021-03-08,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-19,Birthday of the Buddha,2021-05-26,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-05,Children's Day,2021-05-12,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Labour Day,2021-05-08,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-06,Memorial Day,2021-06-13,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-15,Liberation Day,2021-08-22,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-20,The day preceding of Chuseok,2021-09-27,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-21,Chuseok,2021-09-28,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-22,The second day of Chuseok,2021-09-29,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-03,National Foundation Day,2021-10-10,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-09,Hangeul Day,2021-10-16,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Christmas Day,2022-01-01,"Korea, Republic of",KR,"Korea, Republic of",-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-02-16,Lietuvos valstybės atkūrimo diena,2020-02-23,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-11,Lietuvos nepriklausomybės atkūrimo diena,2020-03-18,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-12,Velykos,2020-04-19,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Velykų antroji diena,2020-04-20,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Tarptautinė darbo diena,2020-05-08,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-03,Motinos diena,2020-05-10,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-07,Tėvo diena,2020-06-14,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-24,Joninės,2020-07-01,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-24,Rasos,2020-07-01,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-07-06,Valstybės (Lietuvos karaliaus Mindaugo karūnavimo) diena,2020-07-13,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-15,Žolinė (Švč. Mergelės Marijos ėmimo į dangų diena),2020-08-22,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-01,Visų šventųjų diena (Vėlinės),2020-11-08,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-24,Šv. Kūčios,2020-12-31,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Šv. Kalėdų pirma diena,2021-01-01,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,Šv. Kalėdų antra diena,2021-01-02,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Naujieji metai,2021-01-08,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-16,Lietuvos valstybės atkūrimo diena,2021-02-23,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-11,Lietuvos nepriklausomybės atkūrimo diena,2021-03-18,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-04,Velykos,2021-04-11,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Velykų antroji diena,2021-04-12,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Tarptautinė darbo diena,2021-05-08,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-02,Motinos diena,2021-05-09,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-06,Tėvo diena,2021-06-13,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-24,Joninės,2021-07-01,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-24,Rasos,2021-07-01,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-06,Valstybės (Lietuvos karaliaus Mindaugo karūnavimo) diena,2021-07-13,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-15,Žolinė (Švč. Mergelės Marijos ėmimo į dangų diena),2021-08-22,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-01,Visų šventųjų diena (Vėlinės),2021-11-08,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-24,Šv. Kūčios,2021-12-31,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Šv. Kalėdų pirma diena,2022-01-01,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-26,Šv. Kalėdų antra diena,2022-01-02,Lithuania,LT,Republic of Lithuania,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Ouschterméindeg,2020-04-20,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Dag vun der Aarbecht,2020-05-08,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-09,Europadag,2020-05-16,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-21,Christi Himmelfaart,2020-05-28,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-01,Péngschtméindeg,2020-06-08,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-23,Nationalfeierdag,2020-06-30,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-15,Léiffrawëschdag,2020-08-22,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-01,Allerhellgen,2020-11-08,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Chrëschtdag,2021-01-01,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,Stiefesdag,2021-01-02,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Neijoerschdag,2021-01-08,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Ouschterméindeg,2021-04-12,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Dag vun der Aarbecht,2021-05-08,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-09,Europadag,2021-05-16,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-13,Christi Himmelfaart,2021-05-20,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-24,Péngschtméindeg,2021-05-31,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-23,Nationalfeierdag,2021-06-30,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-15,Léiffrawëschdag,2021-08-22,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-01,Allerhellgen,2021-11-08,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Chrëschtdag,2022-01-01,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-26,Stiefesdag,2022-01-02,Luxembourg,LU,Grand Duchy of Luxembourg,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Lielā Piektdiena,2020-04-17,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-12,Lieldienas,2020-04-19,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-13,Otrās Lieldienas,2020-04-20,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Darba svētki,2020-05-08,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-04,Latvijas Republikas                 Neatkarības atjaunošanas diena,2020-05-11,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-23,Līgo diena,2020-06-30,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-24,Jāņu dienu,2020-07-01,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-18,Latvijas Republikas proklamēšanas diena,2020-11-25,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-24,Ziemassvētku vakars,2020-12-31,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Ziemassvētki,2021-01-01,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,Otrie Ziemassvētki,2021-01-02,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-31,Vecgada vakars,2021-01-07,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Jaunais gads,2021-01-08,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Lielā Piektdiena,2021-04-09,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-04,Lieldienas,2021-04-11,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-05,Otrās Lieldienas,2021-04-12,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Darba svētki,2021-05-08,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-04,Latvijas Republikas                 Neatkarības atjaunošanas diena,2021-05-11,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-23,Līgo diena,2021-06-30,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-24,Jāņu dienu,2021-07-01,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-18,Latvijas Republikas proklamēšanas diena,2021-11-25,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-24,Ziemassvētku vakars,2021-12-31,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Ziemassvētki,2022-01-01,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-26,Otrie Ziemassvētki,2022-01-02,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-31,Vecgada vakars,2022-01-07,Latvia,LV,Republic of Latvia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Fête du Travail,2020-05-08,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-07-30,Fête du Trône,2020-08-06,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-14,Journée de Oued Ed-Dahab,2020-08-21,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-20,Commémoration de la révolution du Roi et du peuple,2020-08-27,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-21,Fête de la jeunesse,2020-08-28,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-06,Marche verte,2020-11-13,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-18,Fête de l'indépendance,2020-11-25,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Nouvel an - Premier janvier,2021-01-08,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-11,Commémoration de la présentation du manifeste de l'indépendance,2021-01-18,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Fête du Travail,2021-05-08,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-30,Fête du Trône,2021-08-06,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-14,Journée de Oued Ed-Dahab,2021-08-21,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-20,Commémoration de la révolution du Roi et du peuple,2021-08-27,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-21,Fête de la jeunesse,2021-08-28,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-06,Marche verte,2021-11-13,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-18,Fête de l'indépendance,2021-11-25,Morocco,MA,Kingdom of Morocco,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-02-03,Día de la Constitución [Constitution Day] (Observed),2020-02-10,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-02-05,Día de la Constitución [Constitution Day],2020-02-12,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-16,Natalicio de Benito Juárez [Benito Juárez's birthday] (Observed),2020-03-23,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-03-21,Natalicio de Benito Juárez [Benito Juárez's birthday],2020-03-28,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Día del Trabajo [Labour Day],2020-05-08,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-16,Día de la Independencia [Independence Day],2020-09-23,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-16,Día de la Revolución [Revolution Day] (Observed),2020-11-23,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-11-20,Día de la Revolución [Revolution Day],2020-11-27,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Navidad [Christmas],2021-01-01,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,Año Nuevo [New Year's Day],2021-01-08,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-31,Año Nuevo [New Year's Day] (Observed),2022-01-07,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-01,Día de la Constitución [Constitution Day] (Observed),2021-02-08,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-05,Día de la Constitución [Constitution Day],2021-02-12,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-15,Natalicio de Benito Juárez [Benito Juárez's birthday] (Observed),2021-03-22,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-03-21,Natalicio de Benito Juárez [Benito Juárez's birthday],2021-03-28,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Día del Trabajo [Labour Day],2021-05-08,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-30,Natalicio de Benito Juárez [Benito Juárez's birthday] (Observed),2021-05-07,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-16,Día de la Independencia [Independence Day],2021-09-23,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-15,Día de la Revolución [Revolution Day] (Observed),2021-11-22,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-11-20,Día de la Revolución [Revolution Day],2021-11-27,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Navidad [Christmas],2022-01-01,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-24,Transmisión del Poder Ejecutivo Federal [Change of Federal Government] (Observed),2021-12-31,Mexico,MX,United Mexican States,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-29,Birth of Prophet,2020-11-05,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-01-25,Chinese New Year,2020-02-01,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-14,Tamil New Year,2020-04-21,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Good Friday,2020-04-17,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Labor Day,2020-05-08,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-07,Wesak Day,2020-05-14,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-07-25,King's birthday,2020-08-01,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-24,Eid al-Fitr,2020-05-31,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-25,Eid al-Fitr,2020-06-01,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-16,Malaysia Day,2020-09-23,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-08-20,First Day of Muharram,2020-08-27,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Christmas Day,2021-01-01,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,New Year's Day,2021-01-08,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-19,Birth of Prophet,2021-10-26,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-02-12,Chinese New Year,2021-02-19,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-14,Tamil New Year,2021-04-21,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-04-02,Good Friday,2021-04-09,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Labor Day,2021-05-08,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-26,Wesak Day,2021-06-02,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-31,King's birthday,2021-08-07,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-13,Eid al-Fitr,2021-05-20,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-14,Eid al-Fitr,2021-05-21,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-09-16,Malaysia Day,2021-09-23,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-07-20,Feast of the Sacrifice,2021-07-27,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-08-10,First Day of Muharram,2021-08-17,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Christmas Day,2022-01-01,Malaysia,MY,Malaysia,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Worker's day,2020-05-08,Nigeria,NG,Federal Republic of Nigeria,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-27,Children's day,2020-06-03,Nigeria,NG,Federal Republic of Nigeria,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-06-12,Democracy day,2020-06-19,Nigeria,NG,Federal Republic of Nigeria,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-10-01,Independence day,2020-10-08,Nigeria,NG,Federal Republic of Nigeria,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Christmas day,2021-01-01,Nigeria,NG,Federal Republic of Nigeria,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-26,Boxing day,2021-01-02,Nigeria,NG,Federal Republic of Nigeria,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-01-01,New Year's day,2021-01-08,Nigeria,NG,Federal Republic of Nigeria,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-01,Worker's day,2021-05-08,Nigeria,NG,Federal Republic of Nigeria,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-05-27,Children's day,2021-06-03,Nigeria,NG,Federal Republic of Nigeria,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-06-12,Democracy day,2021-06-19,Nigeria,NG,Federal Republic of Nigeria,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-10-01,Independence day,2021-10-08,Nigeria,NG,Federal Republic of Nigeria,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-25,Christmas day,2022-01-01,Nigeria,NG,Federal Republic of Nigeria,-3,3,10,https://github.com/dr-prodigy/python-holidays
2021-12-26,Boxing day,2022-01-02,Nigeria,NG,Federal Republic of Nigeria,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-09,Jueves Santo [Maundy Thursday],2020-04-16,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-04-10,Viernes Santo [Good Friday],2020-04-17,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-05-01,Día del Trabajo [Labour Day],2020-05-08,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-07-19,Día de la Revolución [Revolution Day],2020-07-26,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-14,Batalla de San Jacinto [Battle of San Jacinto],2020-09-21,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-09-15,Día de la Independencia [Independence Day],2020-09-22,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-08,Concepción de María [Virgin's Day],2020-12-15,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
2020-12-25,Navidad [Christmas],2021-01-01,Nicaragua,NI,Republic of Nicaragua,-3,3,10,https://github.com/dr-prodigy/python-holidays
