id,event_timestamp,grade,annual_inc,short_emp,emp_length_num,home_ownership,dti,purpose,term,last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,od_ratio,bad_loan
7646367,2016-03-28 00:51:34+00:00,B,60000,0,10,MORTGAGE,10.24,credit_card, 36 months,0,,70.2,0,0.983849905,0
7626310,2016-03-28 06:07:16+00:00,A,95000,0,7,MORTGAGE,13.88,credit_card, 36 months,0,,42.2,0,0.409883198,0
7666404,2016-03-28 06:34:07+00:00,C,63000,0,11,RENT,9.96,debt_consolidation, 36 months,1,,45.2,0,0.843328764,0
7656345,2016-03-28 06:46:48+00:00,D,47000,1,1,RENT,22.62,credit_card, 36 months,0,,49,0,0.803531976,0
6996039,2016-03-28 06:59:42+00:00,B,55000,0,8,OWN,24.92,debt_consolidation, 36 months,1,,38.4,0,0.803040693,0
7636250,2016-03-28 07:03:32+00:00,B,65000,0,11,MORTGAGE,20.53,debt_consolidation, 36 months,0,,13.9,0,0.557775291,0
7656412,2016-03-28 07:23:49+00:00,E,35256,0,11,MORTGAGE,25.43,debt_consolidation, 60 months,1,,71.3,0,0.014339643,1
7616386,2016-03-28 07:48:55+00:00,B,100000,0,8,MORTGAGE,11.21,debt_consolidation, 36 months,0,,59.9,0,0.585175506,0
7644584,2016-03-28 07:52:46+00:00,B,53000,0,6,MORTGAGE,12.88,home_improvement, 36 months,1,,89,0,0.863809176,0
7636207,2016-03-28 08:21:41+00:00,D,114000,0,3,RENT,21.39,debt_consolidation, 36 months,1,,77.2,0,0.430799565,0
7656318,2016-03-28 09:10:00+00:00,B,60000,0,7,RENT,13.04,debt_consolidation, 36 months,1,,63.2,0,0.843261247,0
7345291,2016-03-28 10:07:32+00:00,C,45000,0,11,RENT,29.73,debt_consolidation, 36 months,0,,38.8,0,0.817570807,0
7574574,2016-03-28 10:22:45+00:00,B,75000,0,10,MORTGAGE,14.08,debt_consolidation, 60 months,1,,6.8,0,0.178484571,0
7445297,2016-03-28 11:00:42+00:00,A,95000,0,11,MORTGAGE,17.28,home_improvement, 36 months,0,,33,0,0.581957015,0
7616551,2016-03-28 11:52:45+00:00,F,50000,1,1,RENT,13.25,moving, 36 months,0,0,28.3,0,0.112064117,0
7455834,2016-03-28 12:18:36+00:00,B,58000,0,2,,17.86,debt_consolidation, 36 months,1,,50.6,0,0.392420405,0
7264899,2016-03-28 12:42:58+00:00,D,60000,0,8,RENT,21.44,debt_consolidation, 36 months,0,,85.8,0,0.712965332,0
7636346,2016-03-28 13:59:48+00:00,C,77000,0,11,MORTGAGE,15.48,debt_consolidation, 36 months,1,,20.2,0,0.774798773,0
7514703,2016-03-28 13:57:08+00:00,C,90000,0,8,MORTGAGE,13.68,debt_consolidation, 36 months,0,,70.1,0,0.554401454,0
7444725,2016-03-28 13:58:28+00:00,E,53551,0,6,RENT,10.11,debt_consolidation, 36 months,0,0,56,60,0.62176464,1
7616496,2016-03-28 14:16:29+00:00,D,54000,0,8,RENT,28.78,debt_consolidation, 36 months,0,,46.9,0,0.144482418,0
7616457,2016-03-28 14:16:29+00:00,E,85000,0,2,MORTGAGE,22.67,debt_consolidation, 60 months,0,,50.8,0,0.137311962,0
7050347,2016-03-28 14:20:18+00:00,C,68000,0,5,,3.28,other, 36 months,0,1,39.6,0,0.332611953,0
7646537,2016-03-28 14:28:06+00:00,B,40000,0,5,,7.98,debt_consolidation, 36 months,1,,19.4,0,0.482746827,0
7636427,2016-03-28 14:35:50+00:00,B,35000,0,2,OWN,,credit_card, 36 months,0,,78.3,0,0.024639945,0
2904961,2016-03-28 14:47:12+00:00,D,44000,0,11,MORTGAGE,29.4,debt_consolidation, 60 months,1,,64.5,0,0.983281416,0
4156756,2016-03-28 14:53:40+00:00,B,100000,0,4,RENT,15.7,credit_card, 36 months,0,,67.9,0,0.346253084,0
7636239,2016-03-28 14:54:57+00:00,B,62000,0,7,MORTGAGE,17.55,credit_card, 36 months,1,,72.2,0,0.82317802,0
7485150,2016-03-28 14:53:40+00:00,G,185000,0,3,MORTGAGE,7.38,home_improvement, 60 months,0,,34.3,0,0.183130806,0
7625647,2016-03-28 15:08:47+00:00,B,60000,0,11,MORTGAGE,7.02,debt_consolidation, 36 months,1,,64.3,0,0.903624074,0
7636591,2016-03-28 15:18:44+00:00,B,39500,0,11,MORTGAGE,20.23,credit_card, 36 months,0,,63.8,0,0.284933571,1
7595007,2016-03-28 15:21:19+00:00,B,120000,0,11,MORTGAGE,7.01,credit_card, 36 months,1,,89.8,0,0.51714881,0
7616615,2016-03-28 15:27:49+00:00,D,47840,0,7,RENT,10.51,debt_consolidation, 36 months,1,,41.7,0,0.358024241,1
7626601,2016-03-28 15:59:42+00:00,C,84000,0,7,MORTGAGE,5.14,credit_card, 36 months,0,,99.4,0,0.790735309,0
7616556,2016-03-28 15:57:09+00:00,C,53000,0,11,RENT,12.48,credit_card, 36 months,1,,71.1,0,0.129423734,0
7666709,2016-03-28 16:08:41+00:00,B,74000,0,7,MORTGAGE,22.9,credit_card, 36 months,1,,31.6,0,0.128417002,0
7656655,2016-03-28 16:08:41+00:00,F,44960,0,6,RENT,22.79,debt_consolidation, 60 months,0,,66.9,0,0.130923541,1
7666690,2016-03-28 16:15:09+00:00,B,170000,0,8,MORTGAGE,7.58,home_improvement, 36 months,1,,36.3,0,0.421264423,0
7666704,2016-03-28 16:35:31+00:00,B,48000,0,3,,11.26,debt_consolidation, 36 months,1,,35.9,0,0.251707417,0
7666691,2016-03-28 16:36:48+00:00,B,70000,0,11,MORTGAGE,8.47,home_improvement, 36 months,1,,69.8,0,0.728064057,0
7646630,2016-03-28 16:52:50+00:00,C,50000,1,1,RENT,11.54,home_improvement, 36 months,1,,67.1,0,0.884025401,0
7635952,2016-03-28 16:51:33+00:00,D,135000,0,11,RENT,1.63,debt_consolidation, 36 months,1,,27.2,0,0.107156769,1
7636761,2016-03-28 17:16:57+00:00,B,75000,0,5,OWN,0.96,moving, 36 months,1,,4.8,0,0.554997088,0
7494691,2016-03-28 17:15:40+00:00,D,54000,0,2,RENT,12.02,debt_consolidation, 36 months,1,,29.7,0,0.118744702,0
7626811,2016-03-28 17:16:57+00:00,B,90000,0,5,MORTGAGE,17.43,debt_consolidation, 36 months,1,,64.7,0,0.058083054,0
6625310,2016-03-28 17:25:22+00:00,C,60000,0,11,MORTGAGE,12.92,small_business, 36 months,1,,37.8,0,0.292279276,1
7059696,2016-03-28 17:20:31+00:00,D,270000,0,2,MORTGAGE,14.48,debt_consolidation, 36 months,0,,73.2,0,0.386957572,0
7636812,2016-03-28 17:19:15+00:00,B,100000,0,7,MORTGAGE,5.47,debt_consolidation, 36 months,1,,48.3,0,0.354411809,0
7449874,2016-03-28 17:19:15+00:00,B,30000,1,0,MORTGAGE,22.06,debt_consolidation, 36 months,1,,53.5,0,0.013409407,0
7377201,2016-03-28 17:37:03+00:00,B,60000,0,11,RENT,21.28,credit_card, 36 months,0,,67,0,0.515103552,0
7636739,2016-03-28 17:46:20+00:00,A,90000,0,11,MORTGAGE,19.4,debt_consolidation, 36 months,1,,29.1,0,0.873104875,0
7636724,2016-03-28 17:46:20+00:00,A,42000,0,8,MORTGAGE,12.34,debt_consolidation, 36 months,0,,23.4,0,0.346760544,0
7604578,2016-03-28 18:14:16+00:00,B,34800,0,8,MORTGAGE,15.97,credit_card, 36 months,1,,40.6,0,0.372268036,0
7626881,2016-03-28 18:55:51+00:00,D,70000,0,10,RENT,18.94,debt_consolidation, 36 months,1,,92.6,0,0.482464295,1
7063569,2016-03-28 19:14:49+00:00,B,86000,0,11,,9.57,debt_consolidation, 36 months,1,,69.2,0,0.075325058,0
7626778,2016-03-28 19:14:49+00:00,C,68000,0,7,MORTGAGE,17.33,credit_card, 36 months,1,,46.1,0,0.865938942,0
7505865,2016-03-28 19:14:49+00:00,D,25000,0,4,OWN,10.42,home_improvement, 36 months,1,,34.8,0,0.929411282,0
7626813,2016-03-28 19:14:49+00:00,C,70000,1,1,RENT,17.74,debt_consolidation, 36 months,0,,84.9,0,0.358110245,1
7656902,2016-03-28 19:25:07+00:00,E,86000,0,4,MORTGAGE,15.89,debt_consolidation, 60 months,1,,78,0,0.90716681,1
7666731,2016-03-28 20:51:21+00:00,D,95000,0,4,MORTGAGE,20.3,debt_consolidation, 36 months,0,,91.8,0,0.367343101,0
7656871,2016-03-28 22:45:04+00:00,A,85000,0,11,MORTGAGE,1.78,debt_consolidation, 36 months,0,,28.9,0,0.540676366,0
7646340,2016-03-28 22:42:49+00:00,C,29000,0,3,,10.06,debt_consolidation, 36 months,1,,51.8,0,0.238326513,0
7656186,2016-03-29 05:32:31+00:00,B,135000,0,4,,12.05,credit_card, 36 months,0,,92.5,0,0.848324809,0
7646829,2016-03-29 06:31:47+00:00,C,44000,0,11,RENT,20.26,vacation, 36 months,0,,33.6,0,0.233426915,0
7656796,2016-03-29 06:50:22+00:00,A,120000,0,10,MORTGAGE,8.41,credit_card, 36 months,1,,23.5,0,0.154604754,0
7370428,2016-03-29 07:01:31+00:00,B,97850,0,5,RENT,10.62,car, 36 months,1,,46.2,0,0.716330822,0
7071040,2016-03-29 07:16:43+00:00,C,85000,0,11,MORTGAGE,31.96,debt_consolidation, 36 months,0,,76,0,0.290096559,0
7440497,2016-03-29 07:21:41+00:00,D,58000,0,11,MORTGAGE,18.31,debt_consolidation, 60 months,0,,67.9,0,0.428322442,1
7616690,2016-03-29 07:44:46+00:00,B,80000,0,8,MORTGAGE,13.59,credit_card, 60 months,0,,69.1,0,0.354475314,0
7449723,2016-03-29 07:53:57+00:00,A,128875,0,11,MORTGAGE,13.41,debt_consolidation, 36 months,0,,84.7,0,0.442543976,0
7626843,2016-03-29 07:51:19+00:00,F,155000,0,5,OWN,15.01,other, 60 months,0,,82,0,0.557210954,0
7636947,2016-03-29 08:01:51+00:00,B,60000,0,7,RENT,10.12,debt_consolidation, 36 months,0,,31.2,19.64,0.876048257,0
7636969,2016-03-29 08:03:12+00:00,A,150000,0,5,MORTGAGE,10.67,debt_consolidation, 36 months,1,,40.1,0,0.013269078,0
7616850,2016-03-29 08:01:51+00:00,F,75000,0,9,MORTGAGE,26.4,debt_consolidation, 60 months,0,,64.2,0,0.984614144,1
7627208,2016-03-29 08:49:53+00:00,B,52000,0,2,RENT,18.14,credit_card, 36 months,1,,77.9,0,0.403019854,0
7627061,2016-03-29 08:54:51+00:00,A,95000,0,11,MORTGAGE,15.02,debt_consolidation, 36 months,0,,18.2,15.43,0.266682849,1
7637079,2016-03-29 09:15:02+00:00,D,38400,0,11,MORTGAGE,18.94,other, 36 months,1,,69.9,0,0.999148261,0
7646975,2016-03-29 09:48:02+00:00,B,41000,0,6,RENT,12.85,debt_consolidation, 36 months,1,1,74.7,0,0.219644106,1
7647127,2016-03-29 10:04:47+00:00,F,55000,0,2,MORTGAGE,14.66,other, 60 months,1,1,87.7,0,0.259979771,1
7647125,2016-03-29 10:20:11+00:00,B,119000,0,11,MORTGAGE,14.64,debt_consolidation, 36 Months,0,,57,0,0.035600106,1
7657147,2016-03-29 10:31:22+00:00,B,32000,0,4,RENT,32.4,credit_card, 36 months,1,,41.5,0,0.335148395,0
7634975,2016-03-29 11:25:43+00:00,C,76000,0,6,MORTGAGE,7.59,debt_consolidation, 60 months,1,,43.2,0,0.519676159,0
7647244,2016-03-29 11:25:43+00:00,D,161400,0,11,MORTGAGE,13.74,moving, 36 months,1,,73.5,0,0.237422507,0
7656540,2016-03-29 11:29:18+00:00,D,64000,0,2,MORTGAGE,24.36,debt_consolidation, 36 months,0,,33.8,0,0.983793807,0
7637007,2016-03-29 12:08:58+00:00,B,58000,0,10,RENT,16.66,debt_consolidation, 36 months,0,,84.7,0,0.66434516,0
7647157,2016-03-29 12:39:21+00:00,D,40000,0,7,RENT,24.33,debt_consolidation, 36 months,0,,60,0,0.105126202,0
7637216,2016-03-29 12:46:42+00:00,B,48000,0,10,MORTGAGE,10.53,debt_consolidation, 36 months,0,,89.4,0,0.350647358,0
7667281,2016-03-29 12:46:42+00:00,F,175000,0,10,MORTGAGE,6.44,debt_consolidation, 60 months,1,,89.9,0,0.505462025,1
7667064,2016-03-29 12:55:50+00:00,D,90000,1,1,RENT,20.27,credit_card, 60 months,1,,56.6,20.67,0.456885138,1
7667256,2016-03-29 12:53:15+00:00,C,38224,0,11,MORTGAGE,24.52,credit_card, 60 months,0,,52.5,0,0.653646932,1
7667151,2016-03-29 13:06:21+00:00,F,65000,0,11,MORTGAGE,26.49,debt_consolidation, 60 months,0,,56.9,0,0.82043641,1
7065841,2016-03-29 13:06:21+00:00,B,24000,1,0,RENT,31.2,debt_consolidation, 36 months,0,,59.5,0,0.748540076,0
7346311,2016-03-29 13:16:41+00:00,D,49360,0,5,RENT,19.53,home_improvement, 36 months,1,,92.1,0,0.510725271,1
7295002,2016-03-29 13:31:42+00:00,B,145000,0,7,MORTGAGE,6.28,debt_consolidation, 36 months,1,,84.4,0,0.299513395,0
7079353,2016-03-29 13:53:30+00:00,E,60000,0,6,RENT,17.44,debt_consolidation, 60 months,1,,85,0,0.949954982,0
7627381,2016-03-29 14:09:26+00:00,C,49733,0,11,MORTGAGE,15.61,debt_consolidation, 36 months,0,,18.4,0,0.453141682,0
7617016,2016-03-29 14:09:26+00:00,A,100000,0,11,MORTGAGE,18.91,credit_card, 36 months,1,,23.3,0,0.132327091,0
7627440,2016-03-29 14:22:04+00:00,C,19881,1,0,RENT,12.98,medical, 36 months,1,,84.1,0,0.79365621,1
7617660,2016-03-29 14:22:04+00:00,B,95940,0,11,MORTGAGE,15.26,credit_card, 36 months,0,,75.3,0,0.52241988,0
7617310,2016-03-29 14:25:46+00:00,B,76000,0,11,MORTGAGE,22.06,credit_card, 36 months,1,,81.3,0,0.587968911,0
7627565,2016-03-29 14:25:46+00:00,C,58000,0,5,RENT,18.43,debt_consolidation, 60 months,0,,55.5,0,0.652303037,0
7617504,2016-03-29 14:50:51+00:00,B,37800,0,2,,8.86,debt_consolidation, 36 months,1,,50.2,0,0.552953779,0
7626697,2016-03-29 14:45:41+00:00,C,89000,0,11,MORTGAGE,13.23,debt_consolidation, 60 months,0,,66.9,0,0.584170196,0
7617332,2016-03-29 15:13:38+00:00,G,75000,0,11,MORTGAGE,24.43,debt_consolidation, 60 months,1,,26.8,0,0.840109042,0
7617740,2016-03-29 14:54:42+00:00,D,44500,0,3,RENT,22.95,medical, 36 months,1,,19.4,0,0.844089439,0
7617297,2016-03-29 15:01:11+00:00,G,50000,0,9,MORTGAGE,23.95,debt_consolidation, 60 months,1,,76.7,0,0.654045268,1
7627414,2016-03-29 14:45:41+00:00,D,63000,0,11,OWN,19.66,other, 36 months,1,,75.4,0,0.37854144,0
7504609,2016-03-29 14:52:07+00:00,A,75000,1,1,MORTGAGE,6.4,debt_consolidation, 36 months,0,,21.2,0,0.961573377,0
7617337,2016-03-29 15:17:31+00:00,D,58000,0,8,MORTGAGE,20.54,credit_card, 60 months,1,,77.3,0,0.827409197,0
7627533,2016-03-29 15:16:14+00:00,B,52600,0,3,RENT,22.62,debt_consolidation, 36 months,1,,55.9,0,0.579806325,0
7647485,2016-03-29 15:23:45+00:00,D,45000,0,11,MORTGAGE,14.67,debt_consolidation, 60 months,0,0,27.6,0,0.228700389,0
7637346,2016-03-29 15:21:26+00:00,D,47000,0,11,RENT,25.58,debt_consolidation, 36 months,1,,81,0,0.678455878,1
7647752,2016-03-29 15:29:59+00:00,E,106000,0,9,MORTGAGE,20.76,credit_card, 60 months,0,,86.9,0,0.837958705,0
7636523,2016-03-29 15:29:59+00:00,B,39000,0,11,,15.91,debt_consolidation, 36 months,0,,81.5,0,0.618303717,0
7627631,2016-03-29 15:31:16+00:00,D,72500,0,11,MORTGAGE,22.15,credit_card, 36 months,1,,66.9,0,0.890988434,0
7646982,2016-03-29 15:38:40+00:00,B,60000,1,0,MORTGAGE,10.32,credit_card, 36 months,1,,58.5,0,0.198085976,0
7647349,2016-03-29 15:39:58+00:00,B,74880,0,3,MORTGAGE,12.6,debt_consolidation, 36 months,1,,67.4,0,0.854302134,0
7657310,2016-03-29 15:45:13+00:00,B,96000,0,11,MORTGAGE,12.74,debt_consolidation, 36 months,0,,47.7,0,0.555130873,0
7647330,2016-03-29 15:47:32+00:00,D,120000,0,2,MORTGAGE,21.21,debt_consolidation, 60 months,0,,79.3,0,0.829930814,0
7647389,2016-03-29 15:48:48+00:00,A,37523,0,6,MORTGAGE,34.03,debt_consolidation, 36 months,1,,34.9,0,0.165845972,0
7627655,2016-03-29 15:58:52+00:00,B,16391,0,6,RENT,18.08,major_purchase, 36 months,1,,38.7,0,0.745796626,0
7645090,2016-03-29 16:02:44+00:00,C,60000,0,11,MORTGAGE,5.16,debt_consolidation, 60 months,1,,36.7,0,0.999890433,0
7656516,2016-03-29 16:17:58+00:00,C,36000,1,1,MORTGAGE,25,credit_card, 60 months,1,,44.2,0,0.876449738,0
7636514,2016-03-29 16:24:12+00:00,D,120000,0,11,MORTGAGE,19.9,credit_card, 60 months,1,,93,0,0.771367898,0
7637392,2016-03-29 16:24:12+00:00,E,120000,0,4,MORTGAGE,14.36,debt_consolidation, 60 months,1,,68.5,0,0.226797374,0
7657442,2016-03-29 16:50:41+00:00,E,14000,1,0,RENT,12.6,other, 36 months,1,,81.1,0,0.47975264,1
7647620,2016-03-29 16:50:41+00:00,D,176000,0,3,RENT,7.9,debt_consolidation, 36 months,0,,42.2,0,0.959623758,0
7647750,2016-03-29 17:23:46+00:00,B,45000,0,4,,4.08,major_purchase, 36 months,0,,7.1,0,0.110332545,0
7657484,2016-03-29 17:23:46+00:00,B,45000,0,11,MORTGAGE,,debt_consolidation, 36 months,0,,54.8,0,0.075368264,0
7657328,2016-03-29 17:32:41+00:00,D,167500,0,3,,14.72,debt_consolidation, 36 months,1,,80.8,0,0.710430409,0
7627597,2016-03-29 17:32:41+00:00,F,65000,0,11,MORTGAGE,22.54,credit_card, 60 months,1,,79,0,0.504534357,0
7667483,2016-03-29 17:32:41+00:00,C,30000,1,1,MORTGAGE,28.12,credit_card, 36 months,0,,79.8,0,0.087919525,0
7667538,2016-03-29 17:32:41+00:00,D,25000,1,1,RENT,26.11,other, 36 months,0,,14.4,15,0.981811343,1
7657747,2016-03-29 17:44:44+00:00,B,55000,0,4,OWN,18.33,debt_consolidation, 36 months,1,,43.8,0,0.363623532,1
7657797,2016-03-29 17:43:27+00:00,B,60000,0,5,RENT,17.24,debt_consolidation, 36 months,1,,54.6,0,0.665598754,0
7667600,2016-03-29 17:49:57+00:00,C,147000,0,8,MORTGAGE,13.35,debt_consolidation, 36 months,1,,85,0,0.984323488,1
7667607,2016-03-29 18:01:42+00:00,C,38000,0,11,,17.43,debt_consolidation, 60 months,0,,69.6,0,0.857929241,0
7667284,2016-03-29 18:12:41+00:00,B,60000,0,11,MORTGAGE,13.38,debt_consolidation, 60 months,1,,38,0,0.023611464,0
7667331,2016-03-29 18:07:43+00:00,F,66000,0,10,RENT,12.92,other, 60 months,0,,36.1,0,0.288775619,1
7667559,2016-03-29 18:17:46+00:00,C,72000,0,2,MORTGAGE,15.13,debt_consolidation, 60 months,0,,46.5,0,0.129830091,1
7667439,2016-03-29 18:23:01+00:00,E,70000,0,6,RENT,19.1,house, 60 months,1,,61.7,0,0.029990983,0
7657764,2016-03-29 18:28:16+00:00,F,78853,0,2,RENT,32.82,debt_consolidation, 60 months,0,,75.4,0,0.681603952,1
7667444,2016-03-29 18:24:21+00:00,C,85000,0,7,MORTGAGE,9.94,debt_consolidation, 36 months,1,1,74.5,0,0.44406951,0
7337716,2016-03-29 18:30:48+00:00,B,55000,1,0,RENT,16.52,debt_consolidation, 36 months,0,,69.4,0,0.253584425,0
7506164,2016-03-29 18:30:48+00:00,D,86000,0,11,MORTGAGE,13.3,debt_consolidation, 36 months,0,,36.4,0,0.313776623,0
7627628,2016-03-29 18:53:42+00:00,E,145000,1,1,RENT,11.4,debt_consolidation, 36 months,0,,74.9,0,0.80421177,0
7343140,2016-03-29 18:53:42+00:00,B,33000,0,3,MORTGAGE,20,debt_consolidation, 36 months,1,,71,0,0.94825094,1
7595094,2016-03-29 19:01:23+00:00,C,38000,0,7,MORTGAGE,15.03,credit_card, 36 months,0,,50.3,0,0.306100712,0
7340021,2016-03-29 19:05:16+00:00,D,46000,0,8,MORTGAGE,10.41,credit_card, 60 months,0,,46.9,0,0.107790999,0
7616705,2016-03-29 19:28:20+00:00,E,62500,0,6,RENT,,debt_consolidation, 36 months,1,,87.9,0,0.409296299,1
6299693,2016-03-29 19:21:52+00:00,B,40000,0,6,MORTGAGE,17.31,debt_consolidation, 36 months,1,,30.1,0,0.26918647,1
7618139,2016-03-29 19:33:41+00:00,D,50000,0,3,,13.56,debt_consolidation, 36 months,1,,83.2,0,0.796281349,0
6964801,2016-03-29 19:54:08+00:00,C,57000,0,11,MORTGAGE,3.77,debt_consolidation, 36 months,0,,59.5,0,0.318498115,0
7617374,2016-03-29 20:28:44+00:00,C,40000,0,8,RENT,24.12,debt_consolidation, 36 months,0,,86.9,0,0.066853076,0
7617833,2016-03-29 20:36:43+00:00,D,68000,0,11,RENT,27.16,credit_card, 36 months,1,,79,0,0.006434197,0
7100280,2016-03-29 20:36:43+00:00,C,114000,0,10,MORTGAGE,17.46,debt_consolidation, 36 months,1,,90.8,0,0.564775363,0
7628095,2016-03-29 20:46:43+00:00,E,65000,0,11,MORTGAGE,12.46,debt_consolidation, 60 months,1,,47.6,0,0.460680022,1
7627889,2016-03-29 21:52:46+00:00,C,85000,0,11,MORTGAGE,34.45,credit_card, 36 months,0,,54.9,0,0.265564193,0
7627956,2016-03-29 21:54:04+00:00,D,75000,0,6,RENT,21.25,debt_consolidation, 36 months,0,,86.6,0,0.921131726,0
7637972,2016-03-29 21:54:04+00:00,B,55000,1,1,RENT,14.29,debt_consolidation, 36 months,0,,29.3,0,0.882740614,0
7627859,2016-03-29 22:30:41+00:00,D,35000,1,1,RENT,10.35,other, 36 months,0,,3.9,0,0.586446267,1
7637976,2016-03-30 02:38:53+00:00,D,45000,0,5,OWN,15.71,debt_consolidation, 36 months,1,,82.6,0,0.262379402,0
7637439,2016-03-30 03:08:02+00:00,F,96000,0,10,RENT,11.04,other, 60 months,0,,87.7,0,0.169583559,0
7627765,2016-03-30 03:08:02+00:00,C,65000,1,1,MORTGAGE,6.65,debt_consolidation, 36 months,1,,92.8,0,0.705755302,0
7637913,2016-03-30 04:20:04+00:00,C,70000,0,4,RENT,21.07,credit_card, 36 months,0,,67,0,0.090680433,0
7628089,2016-03-30 04:32:44+00:00,C,70000,0,3,MORTGAGE,19.16,major_purchase, 60 months,0,,74.7,0,0.742138492,0
7637925,2016-03-30 04:59:26+00:00,E,85000,0,4,RENT,24.61,debt_consolidation, 60 months,1,,52.6,0,0.321338693,1
7637833,2016-03-30 05:47:19+00:00,G,44491,0,7,RENT,20.31,other, 60 months,0,,55.8,0,0.518123861,0
7647855,2016-03-30 06:19:43+00:00,F,95000,0,5,MORTGAGE,21.98,debt_consolidation, 60 months,0,,29.8,0,0.538230663,0
7646704,2016-03-30 06:33:44+00:00,B,45000,0,3,MORTGAGE,6.61,debt_consolidation, 36 months,0,,23.9,0,0.42678992,1
7647980,2016-03-30 06:33:44+00:00,C,102000,0,2,MORTGAGE,17.93,debt_consolidation, 60 months,0,,51.6,0,0.998928861,0
7637872,2016-03-30 06:51:46+00:00,B,85000,0,10,MORTGAGE,13.92,credit_card, 36 months,0,,67.9,0,0.227730625,0
7627827,2016-03-30 06:55:42+00:00,C,50000,0,11,MORTGAGE,11.71,debt_consolidation, 36 months,0,,85.4,0,0.938610379,0
7657926,2016-03-30 06:55:42+00:00,B,35676,1,0,OWN,13.15,debt_consolidation, 36 months,0,1,55.3,0,0.94945033,0
7656307,2016-03-30 07:03:26+00:00,F,39000,0,3,MORTGAGE,18.49,credit_card, 60 months,1,,70.7,0,0.927232776,1
7658008,2016-03-30 07:37:28+00:00,E,84000,0,4,MORTGAGE,16.27,small_business, 60 months,1,,88.3,0,0.795646937,1
7648171,2016-03-30 07:37:28+00:00,B,60000,0,2,RENT,12.24,debt_consolidation, 36 months,0,,57.6,0,0.123234999,0
7657929,2016-03-30 07:36:04+00:00,E,60000,0,3,RENT,20.72,debt_consolidation, 60 months,1,,67.8,0,0.884433819,0
7667945,2016-03-30 08:18:24+00:00,C,53000,0,10,MORTGAGE,25.47,debt_consolidation, 36 months,0,,62.4,0,0.982777248,0
7658193,2016-03-30 08:43:24+00:00,D,46000,0,11,MORTGAGE,7.51,debt_consolidation, 36 months,0,,77.3,0,0.603625001,0
7628259,2016-03-30 08:55:04+00:00,B,54000,0,6,,14.18,debt_consolidation, 36 months,1,,51.5,0,0.66457669,0
7628306,2016-03-30 09:06:25+00:00,B,100000,1,1,RENT,24.6,debt_consolidation, 36 months,1,,78.1,0,0.683755811,0
7638063,2016-03-30 09:50:26+00:00,F,67200,0,4,RENT,29.32,debt_consolidation, 60 months,1,,81,0,0.477374814,1
7618266,2016-03-30 09:50:26+00:00,C,47000,0,11,RENT,13.12,debt_consolidation, 36 months,0,,56.1,0,0.323853794,0
7628238,2016-03-30 09:46:45+00:00,B,45000,0,6,MORTGAGE,13.18,debt_consolidation, 36 months,1,,26.2,0,0.212735691,0
7414915,2016-03-30 10:12:24+00:00,E,73000,0,11,MORTGAGE,19.84,credit_card, 60 months,1,,71.5,0,0.328853797,0
7628109,2016-03-30 10:17:47+00:00,D,97936,0,6,MORTGAGE,18.6,debt_consolidation, 60 months,0,,8.8,0,0.838750346,1
7628269,2016-03-30 11:11:47+00:00,A,109000,0,11,MORTGAGE,11.96,debt_consolidation, 36 months,0,,41.4,0,0.854277565,0
7617155,2016-03-30 11:36:24+00:00,B,85002,1,1,MORTGAGE,26.58,debt_consolidation, 36 months,1,,75,0,0.60736763,1
7618426,2016-03-30 12:20:46+00:00,C,64000,0,10,RENT,7.86,debt_consolidation, 36 months,0,,58.5,0,0.904712214,0
7628334,2016-03-30 12:28:43+00:00,B,37000,1,0,RENT,17.12,debt_consolidation, 36 months,0,,57.2,0,0.526183385,0
7628286,2016-03-30 12:24:45+00:00,C,57000,0,5,MORTGAGE,17.35,debt_consolidation, 36 months,0,,73.6,0,0.184017293,0
7618420,2016-03-30 12:54:45+00:00,C,70000,0,2,MORTGAGE,27.16,debt_consolidation, 36 months,1,,53,0,0.697811113,0
7618390,2016-03-30 12:56:04+00:00,A,48000,0,2,RENT,29.13,credit_card, 36 months,0,,50.3,0,0.295085579,0
7628294,2016-03-30 13:02:00+00:00,B,140000,1,1,MORTGAGE,8.16,major_purchase, 36 months,1,,41.9,0,0.317640016,0
7386607,2016-03-30 13:11:12+00:00,C,95000,0,6,MORTGAGE,8.26,debt_consolidation, 60 months,1,,73.7,0,0.486778085,0
6784787,2016-03-30 13:27:44+00:00,C,35000,0,11,MORTGAGE,18.7,debt_consolidation, 60 months,1,,36.7,0,0.762523712,0
7638183,2016-03-30 13:31:25+00:00,B,53400,0,2,RENT,23.16,debt_consolidation, 36 months,1,,29.6,0,0.360518652,1
7628395,2016-03-30 13:31:25+00:00,B,150000,0,10,,7.96,credit_card, 36 months,0,,73.6,0,0.306148909,0
7638105,2016-03-30 13:45:46+00:00,B,90000,0,11,OWN,7.44,debt_consolidation, 36 months,1,,40.9,0,0.169415966,0
7668364,2016-03-30 13:47:06+00:00,B,23209,1,0,RENT,16.55,credit_card, 36 months,1,,68.8,0,0.47296579,0
7668384,2016-03-30 13:51:05+00:00,D,45000,0,11,OWN,22.15,debt_consolidation, 36 months,0,,14.8,0,0.247907322,0
7658232,2016-03-30 14:00:19+00:00,B,65000,1,1,MORTGAGE,19.9,debt_consolidation, 36 months,1,,34.3,0,0.454525366,0
